"Name";"Category";"user_score";"precision";"rn";"Synonyms";"main_link";"tags";"Price";"years_since_relevant";"DataSource";"Description";"Manual_In";"Manual_Out";"Automatic_In";"Automatic_Out";"Link_Out";"Link_In";"fastgreedy_order";"edgebetw_order";"cluster_fast_greedy";"cluster_edge_betweenness";"cluster_spinglass";"frequency";"KeysFirstRow";"KeyIncidence";"KeyRepetition";"KeyInPopular";"CentDegree";"CentClosens";"CentBetweens";"CentEigenvec";"tagSum";"fastgreedy_height";"edgebetw_height";"main_site"
"Hydro Coach - drink water";"app";3;;1187;"Codium App Ideas";"hydrocoach.com/,hydrocoach.com/";"Health & Fitness,Health,paidServices,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Drinking water regularly is a big challenge in day-to-day life. Hands up <U+0082><c4><ec> who really drinks enough water every day? Hydro Coach will help you by calculating how much water you need tracking what you drink and gently reminding you when to drink. It's time to unleash the power of water to improve your health. Because your health is worth it! Benefits of drinking water for your health:* It<U+0082><c4><f4>s an effective method of combating stress and tiredness* Drinking enough water can clear up your skin* Drinking enough water can improve your health in a few days* It<U+0082><c4><f4>s beneficial to weight loss and the basis of every professional diet* Drinking more water can relieve headaches Key features:* Improve your health with personal drink notifications* Keep perfect track of your water balance through a simply designed diary* Get a graphical insight into your water drinking habits with week and month statistics* Practical widgets provide clear information about your water intake* Create custom drink volumes easily* Supports imperial (fl. oz.) and Metric (ml) units* Share your water intake with your friends* Direct water input through your android wear* Synchronization with your google account How it works:Our formula calculates your ideal personal water requirement based on multiple factors like age weight gender and lifestyle. Select your favorite glass you normally use and Hydro Coach will remind you to drink and refill it. Join a fantastic communityBlog: http://blog.hydrocoach.comFacebook: http://facebook.com/hydrocoachGoogle+: http://google.com/+HydrocoachAppInstagram: http://instagram.com/hydro_coach";"water,fitbit charge 2,body weight";"google account,reminders/notifications,googlefit,s health,fitbit charge 2";"";"";"";"";;;;;;;;;;;;;;;;;;"hydrocoach.com"
"Hykso";"device";2;;1188;"";"hykso.com/";"Tracker,Punch tracker,gym,boxing,Bluetooth,iOS,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://google.com";"Fitness boxing tracker";"motion analysis,punch count,punch speed,intensity score";"";"";"";"";"";;;;;;;;;;;;;;;;;;"hykso.com"
"IBS symptoms";"whattomeasure";2.5;;117;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Icedot Crash Sensor";"device";1;;1189;"icedot";"site.icedot.org/site/crash-sensor/";"Tracker,Crash sensor,Bluetooth,iOS,Android,Discontinued";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Crash sensor intended to be worn on a helmet";"accelerometer,gyroscope";"";"";"";"";"";;;;;;;;;;;;;;;;;;"site.icedot.org"
"iFit technologies";"device";2;;1190;"Ifit Vue,ifit Link,ifit Axis HR,ifit Active,ifit Classic,ifit Duo,ifit";"ifit.com";"Tracker,Activity sensor,Com_over_WiFi,Bluetooth,iOS,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Fitness tracker";"physical activity,steps,energy expenditure,sleep,accelerometer,gyroscope";"";"";"";"";"";;;;;;;;;;;;;;;;;;"ifit.com"
"iFood Lite: Calorie Counter";"app";1;;1191;"iFood Lite,Vito Bellini";"ifoodlite.com,ifoodlite.com";"Health & Fitness,Motivation,iOS,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"iFood Lite accompanies you throughout the day to help you track what you eat track your progress and make small changes to your habits that will lead to a better life and achieve your goals. NUTRITION TABLES See the nutritional charts of thousands of foods available. For each food you will know the exact amount of: <U+0082>G Water <U+0082>G Proteins <U+0082>G Carbohydrates <U+0082>G Starch <U+0082>G Fats (saturated fat monounsaturated fat polyunsaturated fat) <U+0082>G Cholesterol <U+0082>G Fibre <U+0082>G Sodium <U+0082>G Potassium <U+0082>G Iron <U+0082>G Calcium <U+0082>G Phosphorus <U+0082>G Magnesium <U+0082>G Zinc <U+0082>G Copper CHART If you do not want to take too much into account the quantity the pie chart of the energy distribution of macronutrients will give you a quick overview of what a food contains. DIARY Save what you eat and in what quantities. It is shown that having a food journal helps to achieve the ideal weight. SYNC Make a note on your iPhone of what you eat during the day while you're away at work or in the evening with friends at the restaurant; and when you're home check out your diary on your iPad you will not lose a calorie your devices will be synchronized. iFood Lite is your faithful nutritionist with all its food information it is your faithful friend with his recommendations for a healthy diet iFood Lite is on your iPhone and iPad. Follow us on Facebook http://www.facebook.com/ifoodlite NA";"database input,generic input,water,nutrition goals,weight loss";"";"";"";"";"";;;;;;;;;;;;;;;;;;"ifoodlite.com"
"ifttt";"aggregator";2.5;;1192;"zapier tasker workflow";"ifttt.com/";"automation tools";;;"doi.org/10.1186/s12937-018-0366-6,DIM";"";"tesco groceries,instagram,facebook,twitter,foursquare,lifelog,up smart coach for health,fitbit charge 2,health mate steps tracker & life coach by withings,misfit";"google drive,file,dropbox,web api";"";"";"";"";;;;;;;;;;;;;;;;;;"ifttt.com"
"iHealth";"device";2.5;;119;"iHealth Wave,iHealth Air,iHealth Edge,ihealth smart,ihealth feel,ihealth sense,ihealth align,ihealth smart";"ihealthlabs.com/";"company,Tracker,Activity sensor,Bluetooth,iOS,Android,In production";;;"DIM,https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Fitness tracker,Wireless Pulse Oximeter";"pulse oximeter,thermometer,body composition,scale,physical activity,steps,energy expenditure,sleep,accelerometer,gyroscope,spo2,oximeter,ihealth smart,ihealth feel";"applehealth";"";"";"";"";;;;;;;;;;;;;;;;;;"ihealthlabs.com"
"Illume Health Sauna Tracker";"app";3;;1194;"DareCo LLC,Illume";"itunes.apple.com/us/app/illume-health-sauna-tracker/id1439920323?mt=8&ref=producthunt";"";;;"rNC";"";"temperature,heartrate,sauna";"";"";"";"";"";;;;;;;;;;;;;;;;;;"itunes.apple.com"
"Impedance sensor";"sensor";2.5;;120;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Indian Food Diary";"app";1;;1195;"Cogent Infomedia";"cogentinfomedia.com,cogentinfomedia.com";"Health & Fitness,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA The first ever food diary for Indian foods. Take charge of your own health by tracking the foods you eat every day by just a few taps on your mobile device. This app records date and time of each meal breakfast lunch dinner snack and soft drinks. Take this information to your doctor or dietitian or use it yourself to improve your eating patterns.Keeping a food diary is an excellent first step to assess not only how you eat but also why you eat the way you do. Five Reasons to Keep a Food Diary 1. Your Food Diary Will Show You What You Eat 2. Your Food Diary Can Help You Lose Weight 3. Your Food Diary Can Help You Plan Out Meals 4. Your Food Diary Will Show You What You Need To Eat 5. Your Food Diary Will Keep You on Track";"generic input";"advices";"";"";"";"";;;;;;;;;;;;;;;;;;"cogentinfomedia.com"
"innovaccer";"aggregator";2.5;;121;"";"";"company,telemedecine,app,through organizations";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"INR";"whattomeasure";2.5;;122;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"InsideTracker Ultimate";"test";3;;1196;"InsideTracker";"insidetracker.com/";"";;;"rNC";"";"blood test,high sensitivity c-reactive protein,+others";"";"";"";"";"";;;;;;;;;;;;;;;;;;"insidetracker.com"
"Insulet Omnipod";"device";2;;1197;"";"myomnipod.com/";"Insulin pump,RF Radio,FDA approved,CE marked,In production";;;"https://doi.org/10.18710/QXMY88,http://tidepool.org/products/tidepool-uploader/";"Insulin pump";"cgm";"tidepool,glooko,applehealth,googlefit";"";"";"";"";;;;;;;;;;;;;;;;;;"myomnipod.com"
"Insuline levels";"whattomeasure";2.5;;123;"Glycemic Index,Glycemic load";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Intel Basis Peak";"device";2.5;;1198;"Intel,Basis Peak,RunIQ,Intel RunIQ";"mybasis.com/,newbalance.com/runiq/";"Smartwatch,Notifications,wristwatch,Bluetooth,Android,iOS,Product discontinued/recalled,In production";;;"https://doi.org/10.18710/QXMY88,http://smartwatches.org/,https://newsroom.intel.com/news/new-balance-runiq-engineered-intel-delivers-amazing-experiences-performance-tracking-runners/";"Smartwatch,Sport smartwatch";"physical activity,steps,energy expenditure,sleep,heart rate,temperature,accelerometer,skin temperature,galvanic skin response,gyroscope,global positioning system";"google fit,applehealth,strava,rest api";"";"";"";"";;;;;;;;;;;;;;;;;;"mybasis.com,newbalance.com"
"interventional influences";"concept";2.5;;124;"Advices,Allowance badge,Challanges,Coaching,Connected users,DRI display,Encouragements,Inspirations,Personal feedback,Progress displays,Punishment,Reminders/Notifications,Rewards,Social support";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Intolerance Food Diary Alder Agarik";"app";0;;1199;"Intolerance Food Diary,Alder Agarik";"twitter.com/AlderAgarik,twitter.com/AlderAgarik";"Health & Fitness,Health,paidServices,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Intolerance Food Diary is a simple way for you to record monitor and isolate your food intolerances food sensitivities and food allergies.The heart of the app is a diary in which you can record all the individual food items that you eat for each meal of the day. In addition you can also record any symptoms you experience which may be caused by some of these food items. The exact time and date is recorded for each entry to build up a comprehensive picture of your diet and symptoms on an hour by hour day by day basis. Any other information you wish to record can be entered as Notes in to the diary. Entering the information is easy because the Intolerance Food Diary remembers every food item symptom or note that you enter into the diary so the next time you come to type in that same information it appears ready to select in a drop down list. This makes filling in the diary much quicker and more reliable. Once you have recorded a useful amount of data on your food consumption and symptoms the app is able to perform a statistical analysis on this information and then give an indication of which food items might be the most likely cause of a specific symptom you are experiencing (the app disregards any notes you have entered). In addition you can look for foods which after consumption may have either a short or a long incubation period before causing a noticeable symptom. This can be done by adjusting a simple slider to influence how the statistical analysis looks at the data. It should be noted that the information provided in this app does not constitute medical advice. You should always consult with a medical professional before embarking on any course of action which may affect your health. The app also allows you to create reports from the data in your food and symptom diary. You can select entries between any two dates and export the data to a PDF report document or a CSV data file (for use in a spreadsheet). The information can then be emailed to either yourself or the medical professional who is monitoring your diet. Paying a small fee to upgrade to the premium version of the app removes all the banner adverts and allows you access to the Backup/Restore Diary feature. This allows you to backup your entire diary database to a single file move that file to a new device and then restore the diary in full to that new device. You can also do the same with your Food Dictionary database which is built up from all the foods you enter into the app. This allows you to carry on using Intolerance Food Diary with a new device. This app needs certain permissions in order to work correctly. -- In App Purchases : This is needed to allow users to upgrade to the premium version of the app. However the free version of the app is still fully functional. The only feature non-premium users will not have access to is the backup/restore diary function - and this feature is only required if you wish to move your diary to a new device.-- Photos/Media/Files : Don't worry the app does not go near any media or files already on your device. The app needs this permission in order to create PDF and CSV reports of your food diary and to save them on your device in a specific IntoleranceFoodDiary folder. The app then needs to be able to read these report files so you can attach them to an email. It also needs file system access for the backup/restore feature which saves the whole diary database to a single file located in the same specific folder.-- Network Access : The app needs network access to load the banner adverts which are displayed in the non-premium version of the app. No other data is received or transmitted by the app other than that required for the banner adverts. All data entered into this app is stored locally on your device. It is only accessible by you.";"custom input,symptoms";"file,advices";"";"";"";"";;;;;;;;;;;;;;;;;;"twitter.com"
"Iron Will Innovations Canada";"device";0;;1200;"";"theperegrine.com";"Gloves,Glove,gaming,USB,Windows,OSX,Linux,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Glove designed for gamers that works as a controller thanks to sensors located on the tip of the fingers";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"theperegrine.com"
"Ironman Move x20";"device";3;;1201;"Ironman One GPS+,Ironman Run X50,Ironman";"global.timex.com/";"Tracker,Activity sensor,Bluetooth,iOS,Windows,Android,OSX,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Fitness tracker with limited smartwatch functionalities";"physical activity,steps,energy expenditure,accelerometer,global positioning system";"strava,rest api,api";"";"";"";"";;;;;;;;;;;;;;;;;;"global.timex.com"
